security_code,trade_date,adj_factor,data_date
000001.SZ,1992-12-17,2.462,2023-07-31
000002.SZ,1992-12-17,1.867,2023-07-31
000003.SZ,1992-12-17,1.235,2023-07-31
000004.SZ,1992-12-17,1.292,2023-07-31
000005.SZ,1992-12-17,1.0,2023-07-31
000006.SZ,1992-12-17,0.996,2023-07-31
000007.SZ,1992-12-17,1.02,2023-07-31
000008.SZ,1992-12-17,0.961,2023-07-31
000009.SZ,1992-12-17,1.0,2023-07-31
000011.SZ,1992-12-17,0.994,2023-07-31
000012.SZ,1992-12-17,1.0,2023-07-31
000013.SZ,1992-12-17,0.979,2023-07-31
000014.SZ,1992-12-17,0.982,2023-07-31
000015.SZ,1992-12-17,1.0,2023-07-31
000016.SZ,1992-12-17,1.046,2023-07-31
000017.SZ,1992-12-17,1.03,2023-07-31
000018.SZ,1992-12-17,0.994,2023-07-31
000019.SZ,1992-12-17,0.939,2023-07-31
000020.SZ,1992-12-17,1.0,2023-07-31
000501.SZ,1992-12-17,1.0,2023-07-31
000502.SZ,1992-12-17,1.0,2023-07-31
000503.SZ,1992-12-17,1.0,2023-07-31
000504.SZ,1992-12-17,1.0,2023-07-31
600601.SH,1992-12-17,97.609,2023-07-31
600602.SH,1992-12-17,101.081,2023-07-31
600603.SH,1992-12-17,10.0,2023-07-31
600604.SH,1992-12-17,10.0,2023-07-31
600605.SH,1992-12-17,10.0,2023-07-31
600606.SH,1992-12-17,10.0,2023-07-31
600607.SH,1992-12-17,10.0,2023-07-31
600608.SH,1992-12-17,10.0,2023-07-31
600609.SH,1992-12-17,10.0,2023-07-31
600610.SH,1992-12-17,10.0,2023-07-31
600611.SH,1992-12-17,10.0,2023-07-31
600612.SH,1992-12-17,10.0,2023-07-31
600613.SH,1992-12-17,10.0,2023-07-31
600614.SH,1992-12-17,10.0,2023-07-31
600615.SH,1992-12-17,10.0,2023-07-31
600616.SH,1992-12-17,10.0,2023-07-31
600617.SH,1992-12-17,10.0,2023-07-31
600618.SH,1992-12-17,10.0,2023-07-31
600619.SH,1992-12-17,1.0,2023-07-31
600620.SH,1992-12-17,10.0,2023-07-31
600621.SH,1992-12-17,10.0,2023-07-31
600622.SH,1992-12-17,10.0,2023-07-31
600623.SH,1992-12-17,10.0,2023-07-31
600651.SH,1992-12-17,50.0,2023-07-31
600652.SH,1992-12-17,50.0,2023-07-31
600653.SH,1992-12-17,100.0,2023-07-31
600654.SH,1992-12-17,100.0,2023-07-31
600655.SH,1992-12-17,10.0,2023-07-31
600656.SH,1992-12-17,1.0,2023-07-31
