security_code,trade_date,adj_factor,data_date
000001.SZ,1992-01-21,2.549,2023-07-31
000002.SZ,1992-01-21,1.617,2023-07-31
000003.SZ,1992-01-21,1.0,2023-07-31
000004.SZ,1992-01-21,1.028,2023-07-31
000005.SZ,1992-01-21,1.0,2023-07-31
000009.SZ,1992-01-21,1.0,2023-07-31
600601.SH,1992-01-21,5.0,2023-07-31
600602.SH,1992-01-21,1.0,2023-07-31
600603.SH,1992-01-21,1.0,2023-07-31
600651.SH,1992-01-21,5.0,2023-07-31
600652.SH,1992-01-21,5.0,2023-07-31
600653.SH,1992-01-21,10.0,2023-07-31
600654.SH,1992-01-21,1.0,2023-07-31
600656.SH,1992-01-21,1.0,2023-07-31
